uuid,url,title,brand,images,date_stored,selling_price,star_rating,size,colour,mrp,product_detials,set_product_price,meta_data,category,product_code,competitor
0,https://trends.ajio.com/dnmx-knitted-crew-neck-pullover/p/441125578_green,Knitted Crew-Neck Pullover,DNMX,"https://assets.ajio.com/medias/sys_master/root/20210824/BzP7/612406b17cdb8cb824030b0f/-473Wx593H-441125578-green-MODEL.jpg,https://assets.ajio.com/medias/sys_master/root/20210824/Nrgh/6123f8ab7cdb8cb8240296f7/-473Wx593H-441125578-green-MODEL2.jpg,https://assets.ajio.com/medias/sys_master/root/20210824/39Cy/6124098caeb269a2687b09f0/-473Wx593H-441125578-green-MODEL3.jpg",07-06-2022,624,0,,"green,mustard",1299,"Machine washable; Flat dry,Ribbed hems,Regular Fit,Machine wash,100% Cotton,Product Code: 441125578006,About DNMX",0,Buy Green Sweaters & Cardigans for Men by DNMX Online in India at Rs. 624. Shop for more DNMX Sweaters & Cardiganss at Ajio.com and avail great discounts,Sweaters & Cardigans,441000000000,Ajio-Trends
00000fcc-8f4d-4174-9e34-8179d398a88d,https://ajiobusiness.com/storefront/ProductDetails/464883623,Brasso Printed Regular Saree,JUSTVVV,~^https://assets.ajio.com/b2b/medias/sys_master/root/hbb/h46/52568994086942/17bddc03-f0d7-4e90-9092-6ea93249f2a7-1080Wx1353H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/haa/h66/52568763990046/17bddc03-f0d7-4e90-9092-6ea93249f2a7-777Wx973H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/hd9/h6d/52568761958430/17bddc03-f0d7-4e90-9092-6ea93249f2a7-239Wx300H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/hfe/hae/52568996184094/975b7fa8-3213-443c-a8c3-9cdeedf0f917-1080Wx1353H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/h71/h43/52568995528734/975b7fa8-3213-443c-a8c3-9cdeedf0f917-777Wx973H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/haa/hab/52568994742302/975b7fa8-3213-443c-a8c3-9cdeedf0f917-239Wx300H.jpg,28-09-2022,576,0,,,1499,"{""Length of Saree(UOM)"":""mtr"",""Packaging Type"":""Box"",""Product Name"":""Regular Saree"",""Saree Length"":""6.3"",""With Blouse"":""With Blouse"",""Occasion Type"":""Daily""}",3459.16,,Sarees,464883623,Ajio_b
00009f57-a987-4416-88b8-2fe607d6f0de,https://trends.ajio.com/hunters-bay-lace-up-casual-shoes-with-contrast-panels/p/458005708_tan,Lace-Up Casual Shoes with Contrast Panels,HUNTERS BAY,"https://assets.ajio.com/medias/sys_master/root/20210714/cJUI/60ede55cf997ddb312264121/-473Wx593H-458005708-tan-MODEL.jpg,https://assets.ajio.com/medias/sys_master/root/20210714/YKUc/60ede3f7f997ddb312263b17/-473Wx593H-458005708-tan-MODEL2.jpg,https://assets.ajio.com/medias/sys_master/root/20210714/2hWg/60eddecfaeb269a9e34238a2/-473Wx593H-458005708-tan-MODEL3.jpg",16-07-2022,909,0,,tan,1299,Product Code: 458005708001,0,Buy Brown Casual Shoes for Men by HUNTERS BAY Online in India at Rs. 909. Shop for more HUNTERS BAY Casual Shoess at Ajio.com and avail great discounts,Casual Shoes,,Ajio-Trends
0000cb86-fd3b-43e9-b0c1-355339650d8b,https://ajiobusiness.com/storefront/ProductDetails/464902247,Art Silk Printed Regular Saree,VOOLKA,~^https://assets.ajio.com/b2b/medias/sys_master/root/h81/h02/52674243330078/12daa71d-181a-4fee-a0d2-a4b092178abd-1080Wx1353H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/h7f/h9b/52674240348190/12daa71d-181a-4fee-a0d2-a4b092178abd-777Wx973H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/h7d/heb/52674238939166/12daa71d-181a-4fee-a0d2-a4b092178abd-239Wx300H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/hfb/h43/52674573500446/068a42a3-8450-429b-a8c7-3c7aa6b7daf2-1080Wx1353H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/hf0/h0a/52674572976158/068a42a3-8450-429b-a8c7-3c7aa6b7daf2-777Wx973H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/h3e/h57/52674243854366/068a42a3-8450-429b-a8c7-3c7aa6b7daf2-239Wx300H.jpg,28-09-2022,285,0,,,560,"{""Length of Saree(UOM)"":""mtr"",""Packaging Type"":""Polyethene"",""Product Name"":""Regular Saree"",""Saree Length"":""5.5"",""With Blouse"":""With Blouse"",""Occasion Type"":""Festive""}",571.42,,Sarees,464902247,Ajio_b
00018050-b693-408b-a594-adc6e7b53946,https://www.bijnis.com/product/KAYRISE/1071022,Kangarooz 232,Kangarooz,"https://ik.imagekit.io/shoekonnect/tr:w-500,tr:h-auto,pr-true/seller-board/PRODUCTION/1479644593/17-08-2020/5f3a1859c177d.jpg,https://ik.imagekit.io/shoekonnect/tr:w-500,tr:h-auto,pr-true/seller-board/PRODUCTION/1479644593/17-08-2020/5f3a1859c198e.JPG,https://ik.imagekit.io/shoekonnect/tr:w-500,tr:h-auto,pr-true/seller-board/PRODUCTION/1479644593/17-08-2020/5f3a1859c1803.JPG,https://ik.imagekit.io/shoekonnect/tr:w-500,tr:h-auto,pr-true/seller-board/PRODUCTION/1479644593/17-08-2020/5f3a1859c190a.JPG,https://ik.imagekit.io/shoekonnect/tr:w-500,tr:h-auto,pr-true/seller-board/PRODUCTION/1479644593/17-08-2020/5f3a1859c1887.JPG",24-07-2022,130,0,"7/3, 8/3, 9/3, 10/3",,499,"{""Category"":""Men PVC Slippers"",""Color"":""Multicolor"",""Sole"":""Air Mix"",""Upper Material"":""Rubber"",""Material"":""Synthetic"",""Packaging Type"":""No Box"",""Made in"":""India""}",0,"{""moq"":""12 Pairs"",""achievements"":[""38 Likes""],""retail"":""71%"",""sold_by"":""Samayra Footwear"",""gst"":"" ?15.60 (12.00% GST Benefit)"",""gst_selling_price"":""?145.6""}",men_Slippers,1071022,bijnis
00026818-2a6f-4163-8b35-8b29509fbbaa,https://www.bijnis.com/product/Camro/1882018,Camro 1362,Camro,"https://ik.imagekit.io/shoekonnect/tr:w-500,tr:h-auto,pr-true/PRODUCTION/uploads/1490392072/uploadfile_1-1dd42d3d-2a1c-4b71-a675-7d77fc564e88.jpeg,https://ik.imagekit.io/shoekonnect/tr:w-500,tr:h-auto,pr-true/PRODUCTION/uploads/1490392072/uploadfile_2-8530a14e-53a7-4e5d-8bd3-129c8f348f43.jpeg,https://ik.imagekit.io/shoekonnect/tr:w-500,tr:h-auto,pr-true/PRODUCTION/uploads/1490392072/uploadfile_3-458236e4-c256-4f0f-badf-48fbf76d3f7b.jpeg,https://ik.imagekit.io/shoekonnect/tr:w-500,tr:h-auto,pr-true/PRODUCTION/uploads/1490392072/uploadfile_4-24f4a6fd-ec9c-44c5-ada4-8a6e04bac26b.jpeg,https://ik.imagekit.io/shoekonnect/tr:w-500,tr:h-auto,pr-true/PRODUCTION/uploads/1490392072/uploadfile_5-f0702abe-785c-4dc8-ae43-5f856a97e651.jpeg",24-07-2022,139,0,"6/1, 7/1, 8/1, 9/1,7/1, 8/1, 9/1, 10/1",,298,"{""Category"":""Men PVC Slippers"",""Color"":""Black, Red, Yellow, Orange, Dark Grey"",""Sole"":""PVC- (1st Grade)"",""Upper Material"":""Mesh"",""Packaging Type"":""Branded Box"",""Upper Material Grade"":""1st Grade"",""Made in"":""India""}",0,"{""moq"":""4 Pairs"",""achievements"":[""43% Repeat Order"",""16 Likes""],""retail"":""48%"",""sold_by"":""MAHADEV ENTERPRISES"",""gst"":"" ?16.68 (12.00% GST Benefit)"",""gst_selling_price"":""?155.68""}",men_Slippers,1882018,bijnis
00028d08-dac9-4e8f-ac64-be41380fb358,https://ajiobusiness.com/storefront/ProductDetails/420394720,Art Silk Printed Regular Saree,RITUJA,~^https://assets.ajio.com/b2b/medias/sys_master/root/h5b/h4c/46181501960222/fc4285fe-16c1-4389-a3fd-ac9bca3c29ee-1080Wx1353H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/hf2/h94/46181501501470/fc4285fe-16c1-4389-a3fd-ac9bca3c29ee-777Wx973H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/h50/h82/46181497634846/fc4285fe-16c1-4389-a3fd-ac9bca3c29ee-239Wx300H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/hd3/hd8/46181503008798/4f5b83fd-0fbe-4ab2-bf77-bc3fe54e7612-1080Wx1353H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/hb3/h70/46181502681118/4f5b83fd-0fbe-4ab2-bf77-bc3fe54e7612-777Wx973H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/h9a/h70/46181502222366/4f5b83fd-0fbe-4ab2-bf77-bc3fe54e7612-239Wx300H.jpg,27-09-2022,545,0,,,699,"{""Length of Saree(UOM)"":""mtr"",""Packaging Type"":""Polyethene"",""Product Name"":""Regular Saree"",""Accent"":""Floral Print"",""Saree Length"":""6"",""With Blouse"":""With Blouse"",""Occasion Type"":""Daily""}",4365.84,,Sarees,420394720,Ajio_b
0002b349-6e86-4ac6-bf4b-f4a1c5e47271,https://www.bijnis.com/product/Humsafar Footwear/1902598,HRG 11,HRG,"https://ik.imagekit.io/shoekonnect/tr:w-500,tr:h-auto,pr-true/PRODUCTION/uploads/uploadfile_1-0f4380ea-d45f-4fa9-942a-94c6ebd3c389.jpeg,https://ik.imagekit.io/shoekonnect/tr:w-500,tr:h-auto,pr-true/PRODUCTION/uploads/uploadfile_2-081de0a4-b818-4069-b1bb-f2d76c4fc024.jpeg,https://ik.imagekit.io/shoekonnect/tr:w-500,tr:h-auto,pr-true/PRODUCTION/uploads/uploadfile_3-0b94bd43-9f21-4b47-bda9-1b1468c558a9.jpeg",25-07-2022,208,0,"5/1, 6/1, 7/1, 8/1",,379,"{""Category"":""Women Hawai Slippers"",""Color"":""Black, Brown, Light Red, Tan, Blue"",""Sole"":""Rubber"",""Upper Material"":""Rexine"",""Packaging Type"":""Branded Box"",""Lining"":""EVA"",""Insock"":""Synthetic Rubber Sheet"",""Heel"":""Rubber Heel"",""Material"":""Synthetic"",""Made in"":""India""}",0,"{""moq"":""4 Pairs"",""achievements"":[],""retail"":""39%"",""sold_by"":""Sanjoy footwear"",""gst"":"" ?24.96 (12.00% GST Benefit)"",""gst_selling_price"":""?232.96""}",women_Slippers,1902598,bijnis
0002e07d-5854-4f4e-9b8d-c4354159f289,https://www.bijnis.com/product/Mark/1753189,Mega Steps 163,Mega,"https://ik.imagekit.io/shoekonnect/tr:w-500,tr:h-auto,pr-true/PRODUCTION/uploads/uploadfile_1-1616325501,https://ik.imagekit.io/shoekonnect/tr:w-500,tr:h-auto,pr-true/PRODUCTION/uploads/uploadfile_2-1616325501,https://ik.imagekit.io/shoekonnect/tr:w-500,tr:h-auto,pr-true/PRODUCTION/uploads/uploadfile_3-1616325501,https://ik.imagekit.io/shoekonnect/tr:w-500,tr:h-auto,pr-true/PRODUCTION/uploads/uploadfile_4-1616325501",25-07-2022,215,0,"4/1, 5/2, 6/2, 7/1, 8/1, 9/1",,499,"{""Category"":""Women Rubber/TPR Sandals"",""Color"":""Maroon"",""Sole"":""TPR"",""Upper Material"":""Patent Leather"",""Packaging Type"":""Branded Box"",""Made in"":""India""}",0,"{""moq"":""8 Pairs"",""achievements"":[""22 Likes""],""retail"":""52%"",""sold_by"":""MEGA STEPS"",""gst"":"" ?25.80 (12.00% GST Benefit)"",""gst_selling_price"":""?240.8""}",women_Sandals,1753189,bijnis
00034b4a-b1ab-435c-8158-914944fef2c8,https://www.ajio.com/kalamandir--floral-print-georgette-saree/p/464372733_magenta,Floral Print Georgette Saree,KALAMANDIR,https://assets.ajio.com/medias/sys_master/root/20220524/3jvT/628bfa2df997dd03e218cd26/-473Wx593H-464372733-magenta-MODEL.jpg~^https://assets.ajio.com/medias/sys_master/root/20220524/h3Ii/628bfa2df997dd03e218cca1/-473Wx593H-464372733-magenta-MODEL2.jpg~^https://assets.ajio.com/medias/sys_master/root/20220524/wIjR/628bfa2df997dd03e218ccb0/-473Wx593H-464372733-magenta-MODEL3.jpg,13-08-2022,480,0,FS,magenta,1199,"Blouse piece length: 0.8 m,Saree length: 5.5 m,Package contains: 1 saree, 1 blouse piece,The last image gives a detailed look of the blouse piece that comes with this saree (The blouse in the images is only for styling purpose),Dry clean,Georgette,Product Code: 464372733001",0,"{""MRP"":""Rs. 1,199.00 inclusive of all taxes(MRP changes as per size selection) (MRP changes as per size selection)"",""Net Qty"":""1 N "",""Marketed By"":""Sai Silks Kalamandir Limited H.No.8-268, Survey No.126, Kismarpur Village, Rajendra Nagar Mandal, Hyderabad, Ranga Reddy, Telangana, 500030 "",""Manufactured By"":""Sai Silks Kalamandir Limited H.No.8-268, Survey No.126, Kismarpur Village, Rajendra Nagar Mandal, Hyderabad, Ranga Reddy, Telangana, 500030 "",""Country Of Origin"":""India "",""Customer Care Address"":""AJIO, c/o Reliance Retail Limited, SS Plaza, 74/2 Outer Ring Road, 29th Main Road, BTM 1st Stage, BTM Layout, Bangalore 560068, Karnataka, INDIA. Ph. 1800-889-9991. E-mail - customercare@ajio.com "",""Commodity"":""Women's Sarees ""}",Sarees,464372733_magenta,Ajio
00035343-9596-4740-b534-7fbaef0e1090,https://ajiobusiness.com/storefront/ProductDetails/464100847,Cotton Floral Pyjamas Set,MEERANSHI,~^https://assets.ajio.com/b2b/medias/sys_master/root/h8b/h67/61734756253726/b6acd05d-601a-4898-9aca-a5a888299240-1080Wx1353H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/hc9/h92/61734755860510/b6acd05d-601a-4898-9aca-a5a888299240-777Wx973H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/he4/hcc/61734755336222/b6acd05d-601a-4898-9aca-a5a888299240-239Wx300H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/hba/h54/61734759661598/3aef061a-b074-4a19-a2fe-4f8eb06c2334-1080Wx1353H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/heb/h76/61734759268382/3aef061a-b074-4a19-a2fe-4f8eb06c2334-777Wx973H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/h26/h67/61734756515870/3aef061a-b074-4a19-a2fe-4f8eb06c2334-239Wx300H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/h73/hc4/61734762872862/16dcc139-4a78-4845-8aba-c7f7072b8a5b-1080Wx1353H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/h6f/h1d/61734760841246/16dcc139-4a78-4845-8aba-c7f7072b8a5b-777Wx973H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/h87/hd8/61734759956510/16dcc139-4a78-4845-8aba-c7f7072b8a5b-239Wx300H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/hc8/haa/61734764052510/d661362e-6040-4378-9601-ec1dd58dbb84-1080Wx1353H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/he6/h7e/61734763659294/d661362e-6040-4378-9601-ec1dd58dbb84-777Wx973H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/hf7/h8b/61734763135006/d661362e-6040-4378-9601-ec1dd58dbb84-239Wx300H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/h34/h63/61734764707870/ded71192-344b-4132-a54b-32d9bfbe3239-1080Wx1353H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/h7d/h6b/61734764445726/ded71192-344b-4132-a54b-32d9bfbe3239-777Wx973H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/h9a/ha4/61734764249118/ded71192-344b-4132-a54b-32d9bfbe3239-239Wx300H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/h97/h59/61734768508958/5b934ec9-ad60-43bb-9516-ce6f2f883ef9-1080Wx1353H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/h19/h8f/61734765821982/5b934ec9-ad60-43bb-9516-ce6f2f883ef9-777Wx973H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/h83/h2e/61734764838942/5b934ec9-ad60-43bb-9516-ce6f2f883ef9-239Wx300H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/h1e/he8/61734769098782/d0c6fe61-0595-40b4-90dc-1ca858ba50fb-1080Wx1353H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/h17/h38/61734769033246/d0c6fe61-0595-40b4-90dc-1ca858ba50fb-777Wx973H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/hde/h84/61734768771102/d0c6fe61-0595-40b4-90dc-1ca858ba50fb-239Wx300H.jpg,27-09-2022,540,0,,,2999,"{""Product Name"":""Pyjamas Set""}",1081.62,,830313003,464100847,Ajio_b
000363b5-cb47-4048-8aa5-ddcdcfdcea8b,https://www.bijnis.com/product/Campus/1483287,Campus 2588,Campus,"https://ik.imagekit.io/shoekonnect/tr:w-500,tr:h-auto,pr-true/PRODUCTION/uploads/uploadfile_1-1614876411,https://ik.imagekit.io/shoekonnect/tr:w-500,tr:h-auto,pr-true/PRODUCTION/uploads/uploadfile_2-1614876411,https://ik.imagekit.io/shoekonnect/tr:w-500,tr:h-auto,pr-true/PRODUCTION/uploads/uploadfile_3-1614876411",23-07-2022,1229,0,"7/1, 8/2, 9/2, 10/1,6/1, 7/2, 8/2, 9/1",,2499,"{""Category"":""Men Phylon Sport Shoes"",""Color"":""Black"",""Style"":""Comfort Sport"",""Sole"":""Phylon"",""Upper Material"":""Air Mesh"",""Packaging Type"":""Branded Box"",""Made in"":""India""}",0,"{""moq"":""6 Pairs"",""achievements"":[""50% Repeat Order"",""48 Likes""],""retail"":""42%"",""sold_by"":""CAMPUS ACTIVEWEAR LTD"",""gst"":"" ?221.22 (18.00% GST Benefit)"",""gst_selling_price"":""?1450.22""}",men_Sports,1483287,bijnis
000408e4-ee38-4395-9fb2-90f35a45afde,https://ajiobusiness.com/storefront/ProductDetails/464765706,Organza Digital Print Regular Saree,MAGARI,~^https://assets.ajio.com/b2b/medias/sys_master/root/h23/h56/52097131610142/c6e41272-d797-454a-88a7-85811a24d8a1-1080Wx1353H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/hf3/hf8/52097131282462/c6e41272-d797-454a-88a7-85811a24d8a1-777Wx973H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/h09/h25/52097130889246/c6e41272-d797-454a-88a7-85811a24d8a1-239Wx300H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/ha4/h2c/52097132527646/664f18fb-934f-4844-a3a1-f9a7ec631a40-1080Wx1353H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/hcb/h31/52097132331038/664f18fb-934f-4844-a3a1-f9a7ec631a40-777Wx973H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/hfc/h50/52097131806750/664f18fb-934f-4844-a3a1-f9a7ec631a40-239Wx300H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/h1f/h48/52097133445150/1b634cf6-6d07-4116-8890-68c3b712398b-1080Wx1353H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/h93/h86/52097133183006/1b634cf6-6d07-4116-8890-68c3b712398b-777Wx973H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/hc6/h6e/52097132724254/1b634cf6-6d07-4116-8890-68c3b712398b-239Wx300H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/h99/h5a/52097134231582/8c617ee0-ad0a-4776-a466-46f017f9418f-1080Wx1353H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/h8d/h10/52097134100510/8c617ee0-ad0a-4776-a466-46f017f9418f-777Wx973H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/hde/he6/52097133707294/8c617ee0-ad0a-4776-a466-46f017f9418f-239Wx300H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/hd2/h7d/52097462304798/1da5f81b-4d70-4671-b44a-6d4dc6a6a2c6-1080Wx1353H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/he7/he4/52097462173726/1da5f81b-4d70-4671-b44a-6d4dc6a6a2c6-777Wx973H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/h51/hec/52097134362654/1da5f81b-4d70-4671-b44a-6d4dc6a6a2c6-239Wx300H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/hcb/h65/52097462763550/d8c8f49f-e2cb-4ed8-9cf9-c2514590dc1c-1080Wx1353H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/h3c/h2e/52097462632478/d8c8f49f-e2cb-4ed8-9cf9-c2514590dc1c-777Wx973H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/h35/h16/52097462435870/d8c8f49f-e2cb-4ed8-9cf9-c2514590dc1c-239Wx300H.jpg,28-09-2022,539,0,,,3499,"{""Length of Saree(UOM)"":""mtr"",""Packaging Type"":""Polyethene"",""Product Name"":""Regular Saree"",""Accent"":""Floral Print"",""Saree Length"":""6.3 Mtr"",""With Blouse"":""With Blouse"",""Occasion Type"":""Daily""}",1619.37,,Sarees,464765706,Ajio_b
00042325-bbfa-48ae-a128-9b90c2f2b8dc,https://ajiobusiness.com/storefront/ProductDetails/464631367,Rayon Printed palazzo SuitSet,Kimayra,~^https://assets.ajio.com/b2b/medias/sys_master/root/h08/hf4/51037761994782/ed81d5be-fd78-4692-ac73-5e5b07aa75c0-1080Wx1353H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/hb4/h3e/51037760487454/ed81d5be-fd78-4692-ac73-5e5b07aa75c0-777Wx973H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/he1/h10/51037760159774/ed81d5be-fd78-4692-ac73-5e5b07aa75c0-239Wx300H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/h85/h05/51037762650142/b80be73a-9ef6-4854-a5de-9938e65b1171-1080Wx1353H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/hd1/h5d/51037762519070/b80be73a-9ef6-4854-a5de-9938e65b1171-777Wx973H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/hf9/h12/51037762125854/b80be73a-9ef6-4854-a5de-9938e65b1171-239Wx300H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/hf0/hf1/51037763960862/038bd83f-ed6a-4106-85b9-a78e401457be-1080Wx1353H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/h28/h1e/51037763764254/038bd83f-ed6a-4106-85b9-a78e401457be-777Wx973H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/hca/hb7/51037763305502/038bd83f-ed6a-4106-85b9-a78e401457be-239Wx300H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/h88/h8b/51037764354078/e5005a64-95b9-43e7-88d1-ef14b3270dae-1080Wx1353H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/h16/h47/51037764157470/e5005a64-95b9-43e7-88d1-ef14b3270dae-777Wx973H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/h1d/hdb/51037764026398/e5005a64-95b9-43e7-88d1-ef14b3270dae-239Wx300H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/h40/h20/51037765730334/f34ed0b0-34aa-4074-bbd9-4e4ba0e5c0f2-1080Wx1353H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/hb8/he9/51037764681758/f34ed0b0-34aa-4074-bbd9-4e4ba0e5c0f2-777Wx973H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/h6d/hd0/51037764419614/f34ed0b0-34aa-4074-bbd9-4e4ba0e5c0f2-239Wx300H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/ha0/h8d/51037766320158/7c6dcff8-08a0-4d8b-82ce-d2f35bddf869-1080Wx1353H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/h2e/h49/51037766123550/7c6dcff8-08a0-4d8b-82ce-d2f35bddf869-777Wx973H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/h77/h71/51037765861406/7c6dcff8-08a0-4d8b-82ce-d2f35bddf869-239Wx300H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/he3/h38/51037766844446/9ee5ba74-13d5-4d6c-b9e5-3bec46571164-1080Wx1353H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/h45/h9d/51037766778910/9ee5ba74-13d5-4d6c-b9e5-3bec46571164-777Wx973H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/h95/h92/51037766385694/9ee5ba74-13d5-4d6c-b9e5-3bec46571164-239Wx300H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/hdc/hfd/51037767761950/becc3283-ce1c-43b5-bfa0-46f7f7af7cb2-1080Wx1353H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/hd5/h69/51037767630878/becc3283-ce1c-43b5-bfa0-46f7f7af7cb2-777Wx973H.jpg~^https://assets.ajio.com/b2b/medias/sys_master/root/h89/hf3/51037767106590/becc3283-ce1c-43b5-bfa0-46f7f7af7cb2-239Wx300H.jpg,28-09-2022,917,0,,,2899,"{""Set Type"":""Kurta, Bottomwear & Dupatta"",""Bottomwear Fabric"":""Cotton"",""Style Type"":""A-line"",""Sleeve Length"":""3/4th"",""Bottomwear Type"":""Palazzo"",""Inner Lining"":""Without Inner Lining""}",917.34,,Kurta Suit Sets,464631367,Ajio_b
